('exeunt', 'act', 'enter')	16762
('exeunt', 'act', 'scene')	20330
('a', 'of', 'the')	37412
('in', 'of', 'the')	59872
('and', 'of', 'the')	45355
('thee', 'thou', 'thy')	18209
('act', 'scene', 'enter')	23430
('of', 'the', 'to')	50847
('of', 'on', 'the')	18334
('of', 'the', 'was')	14457
('exeunt', 'scene', 'enter')	16810
